Time,Text
52:10,okay if I want three Samosa okay somehow it's recognizing this as a food item
52:17,Pizza by default I don't know why it is doing that but let's take another example I want two plate of Pani Puri
52:28,so we don't have panipur in our food menu so now it is saying please specify the food items from this list because it
52:35,did not get the food item and because of the prompt that you have it is giving
52:41,that guidance to the user so far it looks good now let's discuss something
52:46,very important called context let's say you have conversation like this new
52:52,order or track order and directly you say remove whatever your chat board will be confused what are you talking remove
52:58,whatever from where so human conversations will always have
53:03,a context context means whatever I previously said you need to have that in memory and then when I say new thing you
53:11,need to relate that to what I said previously so here here remove what a pound doesn't make any sense but if the
53:19,same conversation is like this see New Order what would you like to have what about to Biryani what else now
53:26,when I say hey remove whatever that makes sense because you have a clear context
53:33,so we need to define the context in dialog flow here when I start a new
53:39,order your context is New Order you can Define it in any possible way I'm going
53:46,to give the name ongoing order this context name you can whatever it can be
53:52,ABC whatever name you want to give I will say it is an ongoing order context
53:57,when you start a new tracking that is an ongoing tracking
54:04,so in that ongoing order you can have other intents such as you might add
54:10,things to your order you might remove things from your order when you have ongoing tracking you might give multiple
54:18,tracking IDs but let's say if your context is ongoing tracking and if you say hey remove it upon that doesn't make
54:24,sense board will be confused so whenever you say statement like hey remove word upon one word upon to Biryani it has to
54:31,be in this kind of context okay so we already defined a new order and Order dot add intent so
54:40,that is that is this is order dot add intent but this has to be in the context ongoing order
54:46,remove should also be in the context ongoing order so let's define these
54:52,things here in in our dialog flow in the way I do that is whenever you are
54:58,starting a new order in the context you have input context and output contacts so in the output
55:05,context you will say ongoing order see it's just a simple text you type in and
55:11,this Phi means conversation turns lifespan for how many iterations meaning
55:16,when I say hey how are you uh hello whatever that is one conversation done
55:23,for example this is one conversation done okay boat end user that is bad that
55:29,is one this is another conversation term this is third conversion term Phi is
55:34,good enough if you want to edit it you can just go and say seven okay I'll just keep this as a default value ongoing
55:40,order so that is the context whenever you say new order for example look at this whenever you say New Order you are
55:48,starting that new context that's why it is in output context but when I come to this intent okay adding an order my
55:56,ongoing order context is already set so it will be input as well as output
56:02,context so let's let's do that uh here you can hit save and then go to your
56:09,order ad and in both input and output context it will be ongoing so ongoing
56:15,order and ongoing order okay because after you say air three Biryani
56:20,you can say just add two mango let's see you can keep on adding one by one that's why it is in the output as well and when
56:28,you do that you will see that context appearing on the right hand side so let's do that so I'll say hey then I
56:35,will say New Order when I say New Order the context is ongoing order now I will
56:41,say I want two pizzas and the context is still
56:47,ongoing order okay so you can keep on adding that now let's add uh the order
56:54,dot remove intent so here I will say order dot removed because you might
57:01,potentially remove and now now we will use a different uh different convention which is whenever
57:09,you are adding any intent which also has a context so here there will be ongoing order context
57:17,okay input and output both so whenever you have context in your intent I will say context
57:24,colon ongoing order this is just a naming convention I am using okay nothing
57:30,nothing fancy here as such and the same thing I will now change order dot add
57:36,and I will say context ongoing order
57:41,okay whenever you see this uh rotating uh cogwheel you have to wait because
57:47,it's kind of training and that was the reason some some of the times these things don't work you have to wait till
57:53,the this rotation is complete okay so I have now total four intents these two
57:59,have context set in it okay what's gonna happen in a remove context let's add
58:05,some training phrases once again to save the time I will use my
58:12,I'll just copy paste things from here uh so let's say this and now you'll realize that it is auto
58:20,recognizing this in Samosa as one of the entities so I will do I will add all of
58:27,this and we'll be back after some time
58:33,I also assigned the entities most of it was assigned already but if it doesn't
58:40,then make sure you are just highlighting and assigning it in the response you can say
58:46,removed Dollar food item hit save and I'll show you what happens
58:53,due to this when you say remove Pizza it will say pizza remote okay so I can say remove
59:00,Samosa for example and it will say remove Samosa so that is what happens when you give this kind of text response
59:07,what I did is just to save time on recording I already added the other intents which was tracking order for
59:14,example right so here uh the context I have defined it as ongoing tracking
59:20,which will be set whenever you are placing a tag order see output context is ongoing tracking then here I think in
59:28,the tax response you should say what is your order ID so I have added all of those things here and here in the file
59:36,you will see all those things so make sure you are using this file adding all the responses and the intent
59:42,in an appropriate way and looks like my chatbot is kind of ready we have still
59:48,not hooked this with a back end so it will not do a complete end-to-end work but at least we can now check the whole
59:56,flow so I will say hi it is saying New Order or track order which is good then
1:00:03,I will say New Order okay I want to show laboratory and one
1:00:10,mango let's see and it is the matching the indent also
1:00:17,in the food item in numbers you're getting the right quantities oh add one
1:00:23,Samosa as well and once again it is matching that one samosa
1:00:29,so that is accurate please remove mango Lassie we want to check if it is
1:00:35,matching the see now sometimes people can say remove
1:00:42,mango let's say they might make a spelling error so instead of 2s I'm saying one Lassie
1:00:49,okay that did not quite match actually let's see
1:00:55,yes so mango let's say it did not recognize that so let's see what's going
1:01:01,on so in our entities food items
1:01:06,uh we have mango lassi so I've seen this sometimes it doesn't work uh you have to
1:01:12,do more training and it might work so mango let's see synonym is specified
1:01:18,let's check our intent remove intent do we have that kind of training phrase
1:01:24,here remove Pizza from my order we don't have just remove
1:01:30,I'll just add that remove some also and I'll just say save
1:01:36,it will require a lot of training iterations folks so you have to be patient Supply as many training phrases
1:01:43,as you can this is still spinning will wait till that stops
1:01:50,okay now let's try it remove mango let's see
1:01:55,okay please can you remove mango
1:02:01,let's see this is still ongoing order it did not
1:02:07,match the food item why is it not matching so this is removed from also remove angle let's see
1:02:13,uh okay looks like folks that could be a delay I have seen this or there is a
1:02:19,delay but we are going to assume this is all setup okay working it and then you
1:02:25,can say that's it so it will match the order complete
1:02:31,intent which I have created already by the way so see order complete just to save time so right now if you're
1:02:38,practicing make sure you are adding this particular intent order complete where
1:02:43,the input context is ongoing order and see when the people they finish the
1:02:49,order what would they say place an order uh no thank you uh because uh when
1:02:54,you're adding any item let me show you that part here what you will say is in the text
1:03:00,response you will say anything else
1:03:05,right when you call someone for food order they'll say okay two Pisa one mangular C they'll say anything else
1:03:12,you'll say yeah too okay uh that's the reason you added anything else and in
1:03:20,the other intent now you have to say uh let's see where it is order complete
1:03:27,you will say place an order no thank you let me just show you here so you will start with New Order okay you will say
1:03:34,two pizzas N1 mango lesson
1:03:39,now you're saying anything else do you want anything else you say nope
1:03:45,that's it and it will match order complete indent so it will say so here
1:03:51,awesome your order is placed say awesome your order is placed here is your order ID okay so we have kind of rough
1:03:57,skeleton ready if you want to test it you will go to Integrations and here click on web demo you'll just say enable
1:04:06,after enabling you'll click on this and this kind of chat board will come up
1:04:12,you will say hi and you'll send new order you will say
1:04:19,to Pizza one let's see anything else you'll say yes
1:04:26,[Music] okay see I did not say how many what about
1:04:31,that's why it's saying yes one word upon you have to say one two anything else
1:04:37,uh nope that's it and now see awesome you are already
1:04:43,placed so the skeleton is working now let's work on integrating our backend
1:04:50,and how do you do that well you do it through something called fulfillment
1:04:57,so here in order add if you scroll down you will see this fulfillment section
1:05:03,and here I am going to say enable web hook for this intent what is webhook
1:05:11,when you add anything into your order you want to call a backend
1:05:19,okay so let me hit save here and then we will go to fulfillment here in the
1:05:26,Fulfillment you can have Google cloud function if you have deployed your backend as a Google Cloud function you
1:05:31,can use that but I'm going to use a web hook in the web hook you have to specify the URL where your backend server is
1:05:39,running okay now you will need some knowledge of fast API for this so just go to YouTube
1:05:47,and just say code Basics fast API
1:05:52,and you will find this tutorial if you don't know first API I suggest you watch
1:05:58,it so that your fundamentals are clear I will still go over some of the fundamentals here in this video but that
1:06:04,is what we are using for the Fulfillment all right so our overall architecture is
1:06:10,going to be dialogflow will recognize the intent and the entities then we will
1:06:15,call our fast API backend server that will be a python code which will save or
1:06:21,retrieve records from my SQL database as a prerequisite for building backend we
1:06:27,need to set up our database first we are using MySQL I have installed MySQL
1:06:32,workbench if you don't know about MySQL Etc go to YouTube say code Basics MySQL
1:06:38,tutorial you'll find my tutorial so it will tell you how to install and just the basics of it
1:06:45,we are going to import the database for our food business and the way you do
1:06:51,that is you go to server data import from self-contained file now the folder
1:07:00,that you have downloaded it has this database subfolder which will have
1:07:06,this particular SQL file so just copy the path of that
1:07:12,SQL file here okay I'm going to use that
1:07:18,and just say hit import and let's see if we need to select any
1:07:23,other options yeah this looks good and that will import the database you hit the refresh icon and you will see
1:07:30,this database here right click and say set or as default schema
1:07:37,now in terms of tables we have food item table if you click on this particular icon
1:07:42,you will see all the items that we have which is see Power version
1:07:48,Etc these are item IDs and these are the price let's say six dollar seven dollar
1:07:53,Etc then you can go to orders table click here and we already have some existing
1:08:00,orders in this table so the way order works is let's say
1:08:05,someone ordered this 40 so 40 order ID has what so 40 order ID has
1:08:12,item number one and item number one is pav bhaji actually so this person
1:08:18,ordered how many quantity two and then the second ID he has is three
1:08:26,which is pizza so he ordered one pizza okay so e order to pav bhaji and one pizza so
1:08:36,that is one order and the second order is this 41. so you can kind of understand the design here and the total
1:08:44,price is for this one so one pound boy G is six dollars so two will be 12 so you
1:08:51,see 12 here then similarly item number four is let's say mangola C price for one mango list
1:08:58,is five and since you order three five into three it will be fifteen dollars pretty
1:09:04,straightforward database design here and the third table is order tracking
1:09:10,where you will see in what status the order is when someone places an order it
1:09:16,will be in progress then when the order is ready it will be
1:09:22,ready status and then when order gets delivered let's assume it or swiggy guy comes picks up the order and then when
1:09:29,they are delivering it to your home in between the order is in in transit status so there are various status see
1:09:36,for example this order is in in transit and when order gets delivered it will be in delivered status
1:09:43,so that's the basic setup we have for the database you can go through the
1:09:48,columns Etc just to understand database design if you click on the second icon see use the primary key Etc I hope you
1:09:55,have some basic SQL knowledge if you don't once again go to YouTube look for
1:10:01,any MySQL tutorial you can say code Basics MySQL tutorial just get your fundamentals clear otherwise see it's
1:10:08,pretty in due to anyways so as you work on uh this particular tutorial you will
1:10:13,get more understanding now let's do our backend setup we are going to use pycharm as an editor if you don't have
1:10:19,pycham installed just Google pychon Community Edition and install it for
1:10:24,Windows or Mac whatever OS you have so this is a community version you should click on this download and then when you
1:10:31,launch it it will ask you to open an existing project okay so here maybe you
1:10:38,can open the or the code that we I have already given it to you or I think that
1:10:44,better idea is you create a new project okay so what you will do is you will go
1:10:50,to let's say C directory let's say I have this code folder okay and I have uh
1:10:57,now created a new folder called food chatbot
1:11:03,let's let's create that folder and then you just say open and from open you will select that
1:11:12,directory C code and then food chatbot and okay so you're opening
1:11:18,that particular folder here so here in this folder we already see this file main dot Pi so which is good enough
1:11:27,here first thing we are going to do is install couple of modules so those
1:11:33,modules are fast API first of all so let me show you how to install it probably
1:11:38,you know the way to install it in Python which is PIP install use a pip install
1:11:45,fast API all this is how you will install fast API and uvcon which is
1:11:51,something we will use to run the fast API backend so first run that
1:11:56,uh and if you are looking for some documentation you can go to Google Just
1:12:02,say fast API tutorial you will find this particular link and they have a very nice page you can see all the help here
1:12:09,people install fast API all when you do that it will install two things the first API package itself in uvicon which
1:12:17,is something we'll use to run the backend server the other thing you want to use is my SQL connector so my SQL
1:12:25,let's see what is the name my SQL it is called MySQL I have by the way
1:12:31,requirement.txt file uh just in case so here the requirement.txt file says that MySQL
1:12:40,connector python so let me copy paste that
1:12:50,okay so these are the two modules you're installing I already have is installed that's why you see this message you can
1:12:55,also use my requirement.txt file which you have downloaded here once you've put that file let's say I copy this file
1:13:02,here uh this is another way of installing those two modules I think you should
1:13:07,have some Basics clear for python you should know how to do these things so
1:13:12,here let me go to this particular folder it's called food
1:13:18,and once I'm in that folder I can also do since I have requirement.txt file what
1:13:25,this will do is essentially it will just install these two modules which are
1:13:31,specified so either you install manually or through requirement.txt file all right my installation part is over now
1:13:38,for first API we will set up the basic server once again you can go to YouTube
1:13:44,and look at my video or if you don't want to go through the whole video Let's copy paste this code and run our first
1:13:51,server okay so that is in main dot pi
1:13:57,so this is the code that we wrote We imported fast API class from the module
1:14:03,and here we are just writing a basic routine that is the entry point for our
1:14:10,backend server so just say save and then go to your console so here I will run it
1:14:16,from terminal here okay and the way you do that is by saying uvcon main app reload and when you do
1:14:25,that it will run a server on this particular address
1:14:32,127001 colon 8000 and when I go and look
1:14:38,at that server here in my see it says hello world by the way
1:14:45,localhost and 12700.1 they both are same thing and when I hit this particular URL
1:14:54,it will go to This Server because this server is running on 8000 port and it will print this particular message you
1:15:01,can just change the message if you want okay so my basic uh fast API backend is
1:15:08,all set up basically the skeleton is set up now let's add our code and in terms
1:15:14,of our code what we're going to do is we'll first tackle the track order okay
1:15:20,so track order is you give a order ID and it will tell you which status uh the
1:15:26,order is in uh we looked at the database already we have two orders 1441 so we
1:15:33,will say Okay 40 then it should return deliver 41 it should return in transit
1:15:38,so we'll tackle that piece first because that's relatively easier so let's go to
1:15:43,our dialog flow and set up to the Fulfillment okay so I will
1:15:50,go here uh let me just manage it here and
1:15:55,go to fulfillment just say enable the webhook and here you are
1:16:02,going to specify the URL what is our URL our URL is this
1:16:08,it is http okay see we are seeing an error fulfillment
1:16:15,URL must be https so https is a secure HTTP protocol what
1:16:22,we are running right now is HTTP so that's not gonna work and
1:16:27,how do you now set up https so what I did is I asked this question to chat GPT
1:16:34,and chagibit told me that I need to install something called ngrok
1:16:40,okay so just go to Google and just say ngrok install I'll tell you what it does
1:16:46,it's a simple tool so you go to here then for Windows I have Windows machine
1:16:52,just download this file so when you download this file obviously it is a ZIP
1:16:58,file when you extract it all it will uh
1:17:05,give you this dot exe file so this dot exe file I am going to go into my
1:17:11,directory and copy so in the food chat board I will copy that file here
1:17:17,this file will create something called an secure tunnel now what is secure
1:17:24,tunnel let me just show it so that you get an idea so first of all you need to open a
1:17:30,command prompt so I will open a Windows command prompt by the way so this is Windows command prompt okay and you will
1:17:38,go to see code 4
1:17:43,and here you see ngraph.exe so ngrok http 8000. our server is running on 8000
1:17:52,port and the protocol that we are using right now is http
1:17:57,so let's see what happens when I do this when I do this
1:18:02,it will give me uh let me just make yeah it will give me mapping of this HTTP to
1:18:10,https what I mean by this is I can access the same server using this link
1:18:17,it's like an alias it is creating another link but this particular link
1:18:22,now is a secure link okay and you will do
1:18:28,https okay no connection made okay it says bad gateway maybe I should do it
1:18:35,again so let's do it oh yeah I made a mistake it should be 8 000. there was a
1:18:42,typo here it should be 8000 I said 800.
1:18:49,see now you are seeing the same message so what is the difference now now you
1:18:54,are calling it using https previously you are calling it using http
1:19:01,okay so at least this requirement is cleared out I can go and copy paste this
1:19:06,in my dialog flow so in dialogflow we'll be using this particular URL as our web
1:19:12,hook um auth all these things you can keep it empty and just hit save now to write the
1:19:18,implementation for track order handling I went to my best friend Mr C yes chat
1:19:24,GPT and I say that I want to write python code using fast repair backend I have two intense order add order remove
1:19:32,let's write function for it and chat GPD does pretty good job with writing these
1:19:38,uh handlers okay so all we are going to do is copy paste this code of course we'll understand what this code is we'll
1:19:45,copy paste uh and it's folks it see it's completely okay to use chat GPT as your
1:19:52,helper because it helps you save time you might not know the syntax you might
1:19:57,not know that to get intent you have to go to query result and all these parameters but chatgpt knows it so you
1:20:04,can use that gpt's knowledge and expertise here and it is completely okay to use it to write code in fact if you
1:20:11,don't use it to write code you will be behind because you will spend lot of time figuring like syntax related things
1:20:18,out so here I copy pasted that routine okay
1:20:24,and now see here chat GPT kind of generates different type of code so this
1:20:29,time it generated different code but previously when I was using it it generated Discord so I'm just using that and and both of the codes are fine okay
1:20:37,so our entry point Main entry point in the server is handle request so this
1:20:44,request that you're getting will be what dialog flow is sending now you'll you'll be like okay where do I see dialog for
1:20:50,flow request well here you can go to dialogflow okay and if you type any
1:20:58,intent let's say you say uh hey and if you say track order
1:21:05,in diagnostic info you will see that request so let's see this request okay
1:21:10,this request has response ID query result then it will have intent
1:21:16,things like that so query text is this
1:21:22,and where is query result uh okay I think we need to let me do this
1:21:29,so here in the track order I will go and I will
1:21:35,say fulfillment enable web hook call for fulfillment
1:21:40,then only it will go and hit the backend so just say save here just say hi
1:21:47,and just say track order and it regenerate a request
1:21:52,so what is the request the request looks something like this it has
1:22:00,intent which is intent and display name will have the exit intent so if you look
1:22:05,at our back end that's what we are doing so we have a payload which has a query result element
1:22:12,if you see here see this is the payload this is the whole payload query result is sub element under query
1:22:20,result you have intent and then display name so under query result you have
1:22:26,intended display name so you get intent so what is your intent tractor or order okay now what are the parameters you
1:22:34,need to get parameters too so this is query result and parameters so query result parameters
1:22:40,right now parameters are empty because we are giving that parameter in the next conversation turn
1:22:46,so this will have the parameters which you will copy here and you will also have the output context the whole output
1:22:53,context you will grab it in this particular element now you can say if
1:22:58,intent is equal to a track order
1:23:08,then you need to fulfill fulfill means you need to say I received your response
1:23:15,and the way you do that is by the way again syntaxial sugar you can always use
1:23:21,chat GPT to figure out how it should look like and chat GPT is telling me you
1:23:27,can return it like this okay return whatever message and I'm going to use
1:23:32,what chat GPT gave me previously which is both both of these things are valid by the way you can say received
1:23:40,whatever intent let's say you received track order correct so I will say
1:23:45,received track order and I will just put this thing so that
1:23:51,you know that this is the internet is Reading in the back end
1:23:57,just say hit save uh this is just a skeleton just to figure out the connection that request
1:24:03,is going to backend and response is correctly coming back in my uh dialog
1:24:09,flow so let's go to dialogflow and test this out really quick Here track order has fulfillment enable
1:24:16,previously we were saying what is the order ID Etc uh you know what I should probably enable uh this fulfillment on
1:24:24,the other one because here when you say track order we are already asking please enter your order ID for this we don't
1:24:31,need to go to backend if you remember see the conversion starts like hey what
1:24:36,do you want to do now you say track order then dialog flow itself will say what is the order ID so for this you
1:24:43,don't need to go to backend you need to go to backend to process that order ID and if you remember we have the second
1:24:51,intent I think this is the intent where we should enable web hook track order context ongoing tracking
1:24:57,here you will be accepting that order ID and you will be processing it so let's
1:25:04,say user says ID is 453. at that time
1:25:09,you need to enable the web hook so what will happen when you say enable webhook it will go it will call this
1:25:16,particular URL when you call this URL our request will come here then you will
1:25:23,recognize what is the intent so right now the intent is not track order but it is this one what is the intent name once
1:25:30,again copy paste from here so this is the intent that you will get
1:25:36,and upon receiving that you are saying do this thing okay now let me just uh and exit the Zen
1:25:46,mode I'm in the Zen mode by the way I was meditating and since we run that that thing
1:25:54,remember we ran that uh uicon main app reload what happens now
1:26:01,is since you said a Reload whenever you make any code change and when you say
1:26:06,Ctrl s to save it it will restart that server so my server is already running I
1:26:13,don't need to run that particular command again so now everything is set we can in fact
1:26:19,do our testing so let's do it I will say hey okay then track order
1:26:26,okay what is my order ID I will say 41.
1:26:32,and see now it is saying received so at least it is hitting the back end hurray
1:26:37,we checked the end-to-end connection it is receiving this particular intent in
1:26:44,the back end so that part is very well tested now but obviously we don't want
1:26:51,to send that dummy message we want to send the actual status so we have to do something here
1:26:57,okay what are we going to do so let's me let me go to my zen mode I want to
1:27:03,meditate again uh it's a focus mode here
1:27:09,Let's uh write another function for handling order so
1:27:16,we'll say track order and what should that function receive well I can receive
1:27:24,order ID directly but what I'll do is I will write a generic function which receives these three things intent
1:27:30,parameter and output contacts so that you kind of get everything in one shot
1:27:35,so let me get parameters first I think parameters is enough
1:27:41,parameters this parameters is a dictionary by the way so I will use Python hint type hint
1:27:48,and just say dictionary I don't need intent or output context because intent is already
1:27:54,classified here you know it is tracking order so you don't need to send that
1:27:59,and this is it now you will get the order ID from
1:28:07,here so let me do this thing here what I will say is
1:28:12,called a call track order and Supply parameters
1:28:18,and from track order I want to send back the response so where is my
1:28:26,order ID so I am receiving parameters how do I get order ID from parameter
1:28:31,let's go back to dialog flow and here let's check this diagnostic info and in
1:28:38,the request you will see that order is under query result parameters and order
1:28:44,order ID and it's a dictionary so we only get query result parameters into
1:28:49,parameters So within parameters if I say order ID so my order ID is
1:28:57,this this is how you get an order ID once you have the order you need to Now
1:29:03,call our database and from database you need to retrieve that information once
1:29:11,again I'm going to use my best friend Mr C and I said
1:29:17,hey I have mySQL database which has this particular table it has a
1:29:22,column called status primary key order ID write a python code that can get me a
1:29:27,status and look at this it first tells me hey dude you need to install MySQL
1:29:33,connector python which already we already did and it gave me this
1:29:38,beautiful code I checked it the code works like a charm so we will just use
1:29:45,this particular code here and we are going to create a separate file by the way I can see I can I can
1:29:52,put all my database handling in the same file but it's always a good idea to
1:29:57,create separate files so I will create a new file what should we call it
1:30:03,um DB helper maybe foreign
1:30:10,API helper you will say API underscore Helper and so on and here I am going to just copy paste
1:30:20,all this code copy code you will see chat GPT improves your
1:30:27,productivity by a whole lot okay and you've got this thing here
1:30:34,and I'll just change the credential Etc so you know my local it's my localhost
1:30:40,my root password and my database is called Pandey G itray if you check in
1:30:47,our MySQL see Pandey E3 that's why I have that
1:30:53,and this function I can remove this get order status because we already established a
1:31:00,connection through this Global variable uh
1:31:05,and then here we are running this function called
1:31:11,select get order status which takes order ID as an input and here we are
1:31:17,running a query you are executing it fetch one cursor close I think this
1:31:22,looks perfect see now I can call this function here so
1:31:27,we'll first import import DB Helper and from DB helper
1:31:34,DB helper will say get order status this will be our status
1:31:42,here so you can say status is this and what should we do
1:31:48,next so we got the order status now if there is a database error Etc you can
1:31:54,still get none as a status so if you have ordered status
1:32:00,then your message should look like uh okay let me create this fulfillment text
1:32:07,variable and my message is going to look something like this I'm just using copy paste to save time on recording folks
1:32:13,but it will be the order status for order ID this is order underscore status
1:32:19,we are using python format strings here and otherwise you can say be found error
1:32:26,or something sum message which accurately conveys to user that we had
1:32:31,difficulty finding the order that you give and in the Fulfillment text now I
1:32:37,can just say this hit Ctrl s save it will restart the
1:32:44,server Let's test the whole scenario again from our dialog flow I'll go here
1:32:51,I will usually I have this habit of resetting context so that the previous chat session just clears out I will
1:32:58,start all over again I'll say Hey Okay track my order
1:33:04,41 is my order and we got some error so let's see what happened
1:33:09,okay if you're getting any error you can go to fulfillment status and looks like there was some error failed to pass web
1:33:17,hook Json expected message object but got null so
1:33:22,I will go to my backend first and I don't see any problem here
1:33:29,and here also there is no issue okay I think the problem here is
1:33:35,although we are returning Json response from here but look at this from our main function
1:33:42,we are not returning that so whatever response we get here we need to store it in response here
1:33:50,and we return response or we just you know just to make it easier we just save
1:33:57,this and just say hit save it will restart the server and come back here just say
1:34:04,again 41 and it will say the order is in transit hooray but it says 41.0 well we can
1:34:12,handle that that's probably okay here you can just say end order
1:34:17,something like that correct so if you do end order it will not do that
1:34:24,dot zero message this one so 41 42.
1:34:30,no order found with order id42 which is correct because if you look at our table we don't have
1:34:37,anything in 42 let's say 40 40 is delivered so you give 40 as an order ID
1:34:42,and it will say it is delivered no it is not saying that okay what happened let's
1:34:48,see okay my SQL connection is not available
1:34:54,I think I need to close my connection probably that is why this is happening there are
1:35:01,some issue with my DB so let's see if I'm closing so here I'm closing the
1:35:07,connection and when I close the connection uh it is not available yeah so I I don't
1:35:16,need to close the connection as such because I will have that connection open and I I
1:35:22,want to perform this query so again let's restart this server and let's try this out again
1:35:28,now you will give different texts so instead of just giving okay let's do all all of this again so I will say reset
1:35:36,contacts I will say hey it will say New Order track order okay track order
1:35:41,what is your order ID I will tell here is my order ID
1:35:48,56. no order found with 56 so you notice two
1:35:53,things I did not give exit text see I said here is my order ID equal to 56. now I have
1:36:00,here is my order number you see I don't have the exit tax but dialog flows NLP
1:36:06,classification is able to detect that this means this particular intent so it
1:36:12,is matching this intensity it doesn't have to be same training phrase that you gave during training
1:36:17,uh so 56 is not found when you say 40
1:36:22,say it is saying delivered hooray so see we made a very good progress and we
1:36:28,already have a track order intent implemented now
1:36:33,let's move on to the other intent the question is for which other intents we need to have this web hook calling
1:36:41,we already implemented ongoing tracking track order doesn't need any fulfillment
1:36:47,let's look at New Order New Order also doesn't need any fulfillment because when you create a
1:36:53,new order here it is saying create a new order place a new order Etc okay so see
1:36:59,this intent gets generated when you say let me reset the context here
1:37:05,when you say hey and when you say new order at that time this new DOT order
1:37:11,see this intense gets generated now to handle this intent you don't need any back end because you're only just giving
1:37:17,a fixed response so for this particular intent fix response from dialogflow is
1:37:23,enough you don't need to call fast API now as a next section person will say
1:37:28,to pizzas and one mango let's see at
1:37:34,this time let's see what we need to do we are not committing the order to database yet we are asking user do you
1:37:41,need anything else and for that we use this this other indent so let's let's go there so order
1:37:48,dot add so we are invoking this intent we are taking food item quantity and we
1:37:55,are storing it in some temporary buffer so you are saying okay anything else
1:38:00,anything else and you're saving it in temporary buffer okay so what is that
1:38:06,buffer by the way we need to think about it where do we store that data because user might have
1:38:12,converges and you'll say oh no added one Dosa or remove one mango let's see dialogflow doesn't have any facility
1:38:20,where you can store all this temporary information you have to go to our backend so we need to enable web hook
1:38:26,for sure so which I have already done here and in the back end we need to have some temporary variable where we store
1:38:33,all that information now one idea is you can store that information in order
1:38:39,table so you can have a transient order like the order which is not complete you can
1:38:45,say this is in progress order so you can have a status column saying that in progress order or completed order and by
1:38:51,the way that that status is different here okay this is a delivery status here this is the order status like user
1:39:00,is still placing an order so I have decided to use just a back-end variable because I don't think we need to go to
1:39:06,database in unnecessary complicated things uh so think about it if we have a
1:39:13,python dictionary so let's say I have a dictionary here which stores session ID so every chat
1:39:20,conversation you are doing is one session so you say hi Place New Order two Pizza this is the Bill thank you
1:39:27,close the chat that is one session so if you have a dictionary where you have a session okay so this
1:39:34,could be session id1 and here you store that order you say
1:39:40,Okay pizzas too Samosa let's say one
1:39:47,and when user says complete the order okay and by the way you can have a different session here so other user who
1:39:54,is talking to your chat board might have a different session ID and they say Okay
1:40:00,I want to put sholay order okay just one chole and that's it
1:40:06,you can have this kind of session IDs in this common dictionary which we will
1:40:11,call in progress order you can give any name okay so let's say you create this
1:40:17,dictionary called in progress orders where you have all these things stored and when user says now I'm done please
1:40:25,finish the order at that time you will take that order from this dictionary and
1:40:30,store it in database I think that approach is going to work pause the video If you're not getting it it's really easy just just do some thinking
1:40:37,uh you will find it pretty easy now where do we commit so when user
1:40:43,say add this add that he will be invoking this ongoing order intent but
1:40:49,when they say place an order done that's it you are invoking
1:40:55,order complete intent at that time when this in time gets
1:41:01,inward so let me enable the Fulfillment for this particular
1:41:06,thing when this intent get uh invoked at that moment I will come here I will
1:41:13,take that order and insert that record in a database okay so that's the overall design so let's create this particular
1:41:22,variable it will be a global variable and here
1:41:29,I will handle all the other intents so what is
1:41:35,the other intent that we have the other intent is order complete
1:41:41,okay actually we have one more which is
1:41:47,intent is equal to which is the other one this one order
1:41:54,dot add and then order dot remove also
1:42:01,so you will do all your handling uh
1:42:07,so you are realizing there are a lot of ifas condition and I'm thinking what
1:42:13,could be a better way to handle I don't want to have this big if else condition I just want to have a mapping see this
1:42:19,is a mapping if it is track order call track order function if it is order add
1:42:25,then you will call some function call add to order we'll Define that function
1:42:30,but essentially you have intent and for each intent you are calling a unique function and luckily for all the
1:42:36,functions parameters are same so it's gonna work if you create maybe a
1:42:42,dictionary so let's say if I create this kind of dictionary here intent Handler dictionary
1:42:50,where you have intent in the function you are calling is also called like a routing table you are routing this call
1:42:56,to here this call to there Etc I think that will work and that will
1:43:01,avoid the need of this big and ugly if else condition and then what you can do
1:43:07,is see you have intent correct so when you pass an intend into a dictionary place
1:43:14,the order add intent it will give you a function so this will be replaced by this
1:43:20,function correct so let's say if you replace this by this function how do you call this function
1:43:27,value add parameters and session ID you need to add parameters in session it
1:43:33,so let me just add parameter session I will talk about it later uh you need to just give parameters
1:43:40,and that add to our order is nothing but when you supply intend into that
1:43:46,dictionary you get one of these functions and you call that function by calling this so I hope that thing is
1:43:53,very clear to you let's now Define our add to order function
1:44:00,so Define add to order
1:44:05,and here we have parameters dictionary
1:44:11,and by the way uh I will for now Ctrl slash I will just hide this
1:44:18,uh and just handle these two or where do you get your food item so first you need
1:44:24,to get food item and quantities so how do you get that let's look at dialog
1:44:30,flow once again and look at the diagnostic info so food items are under parameters under
1:44:37,parameters if you say food item you get that and number you get the number so let's get those two here
1:44:45,so food items numbers you got it now what if someone is not supplying equal
1:44:51,number of arguments here if someone says add
1:44:57,pizza and two mango let's see now we want the parameters to be same
1:45:03,here okay but here what's happening is you have two uh items in the list here
1:45:09,whereas here you have only one one item so I'm going to just say
1:45:15,if Lan of food items is not equal to line
1:45:20,of quantities then you you need to specify the
1:45:26,quantities clear we don't want to handle it we want to keep things simple and say hey specify
1:45:31,quantities clearly otherwise I will say
1:45:41,received what what did we receive items and
1:45:48,quantities in the back end once again I'm just testing the flow and then we'll
